 INFO  Accepting connections at http://localhost:3000
 HTTP  9/1/2026 6:23:22 AM ::1 Returned 200 in 4 ms
 HTTP  9/1/2026 6:23:22 AM ::1 Returned 200 in 4 ms
 HTTP  9/1/2026 6:23:22 AM ::1 GET /src/storage.js
 HTTP  9/1/2026 6:23:22 AM ::1 GET /src/state.js
 HTTP  9/1/2026 6:23:22 AM ::1 GET /src/ui/topbar.js
 HTTP  9/1/2026 6:23:22 AM ::1 Returned 200 in 1 ms
 HTTP  9/1/2026 6:23:22 AM ::1 Returned 200 in 1 ms
 HTTP  9/1/2026 6:23:22 AM ::1 Returned 200 in 1 ms
 HTTP  9/1/2026 6:23:22 AM ::1 GET /src/ui/sidebar.js
 HTTP  9/1/2026 6:23:22 AM ::1 GET /src/ui/battle.js
 HTTP  9/1/2026 6:23:22 AM ::1 Returned 200 in 0 ms
 HTTP  9/1/2026 6:23:22 AM ::1 GET /src/ui/map.js
 HTTP  9/1/2026 6:23:22 AM ::1 GET /src/ui/pokedex.js
 HTTP  9/1/2026 6:23:22 AM ::1 GET /src/ui/pokemonStats.js
 HTTP  9/1/2026 6:23:22 AM ::1 GET /src/ui/settings.js
 HTTP  9/1/2026 6:23:22 AM ::1 Returned 200 in 3 ms
 HTTP  9/1/2026 6:23:22 AM ::1 Returned 200 in 2 ms
 HTTP  9/1/2026 6:23:22 AM ::1 Returned 200 in 2 ms
 HTTP  9/1/2026 6:23:22 AM ::1 Returned 200 in 2 ms
 HTTP  9/1/2026 6:23:22 AM ::1 Returned 200 in 2 ms
 HTTP  9/1/2026 6:23:22 AM ::1 GET /src/ui/market.js
 HTTP  9/1/2026 6:23:22 AM ::1 GET /src/ui/backpack/index.js
 HTTP  9/1/2026 6:23:22 AM ::1 Returned 200 in 2 ms
 HTTP  9/1/2026 6:23:22 AM ::1 Returned 200 in 3 ms
 HTTP  9/1/2026 6:23:22 AM ::1 GET /src/ui/backpack/pokemon.js
 HTTP  9/1/2026 6:23:22 AM ::1 Returned 200 in 0 ms
 HTTP  9/1/2026 6:23:22 AM ::1 GET /src/ui/backpack/pokeballs.js
 HTTP  9/1/2026 6:23:22 AM ::1 GET /src/ui/backpack/potions.js
 HTTP  9/1/2026 6:23:22 AM ::1 GET /src/ui/backpack/stones.js
 HTTP  9/1/2026 6:23:22 AM ::1 Returned 200 in 2 ms
 HTTP  9/1/2026 6:23:22 AM ::1 Returned 200 in 1 ms
 HTTP  9/1/2026 6:23:22 AM ::1 Returned 200 in 4 ms
 HTTP  9/1/2026 6:23:22 AM ::1 GET /src/ui/backpack/utils.js
 HTTP  9/1/2026 6:23:22 AM ::1 Returned 200 in 1 ms
 HTTP  9/1/2026 6:23:22 AM ::1 GET /config/pokemonData.js
 HTTP  9/1/2026 6:23:22 AM ::1 Returned 200 in 1 ms
 HTTP  9/1/2026 6:23:22 AM ::1 GET /config/routes.js
 HTTP  9/1/2026 6:23:22 AM ::1 GET /config/gyms.js
 HTTP  9/1/2026 6:23:22 AM ::1 Returned 200 in 2 ms
 HTTP  9/1/2026 6:23:22 AM ::1 GET /config/balance.js
 HTTP  9/1/2026 6:23:22 AM ::1 Returned 200 in 3 ms
 HTTP  9/1/2026 6:23:22 AM ::1 GET /config/moves.js
 HTTP  9/1/2026 6:23:22 AM ::1 GET /config/types.js
 HTTP  9/1/2026 6:23:22 AM ::1 GET /config/mapCoordinates.js
 HTTP  9/1/2026 6:23:22 AM ::1 Returned 200 in 2 ms
 HTTP  9/1/2026 6:23:22 AM ::1 Returned 200 in 1 ms
 HTTP  9/1/2026 6:23:22 AM ::1 Returned 200 in 1 ms
 HTTP  9/1/2026 6:23:22 AM ::1 Returned 200 in 2 ms
 HTTP  9/1/2026 6:23:23 AM ::1 GET /Assets/BG/BG-Professor-Oak-Lab.png
 HTTP  9/1/2026 6:23:23 AM ::1 Returned 200 in 0 ms
 HTTP  9/1/2026 6:23:23 AM ::1 GET /
 HTTP  9/1/2026 6:23:23 AM ::1 Returned 304 in 11 ms
 HTTP  9/1/2026 6:23:23 AM ::1 GET /styles.css
 HTTP  9/1/2026 6:23:23 AM ::1 GET /Assets/Extra/Logo.jpg
 HTTP  9/1/2026 6:23:23 AM ::1 GET /Assets/Pokemon%20Sprites/1.png
 HTTP  9/1/2026 6:23:23 AM ::1 GET /src/ui.js
 HTTP  9/1/2026 6:23:23 AM ::1 GET /Assets/Pokemon%20Sprites/4.png
 HTTP  9/1/2026 6:23:23 AM ::1 GET /Assets/Pokemon%20Sprites/7.png
 HTTP  9/1/2026 6:23:23 AM ::1 Returned 304 in 5 ms
 HTTP  9/1/2026 6:23:23 AM ::1 Returned 304 in 4 ms
 HTTP  9/1/2026 6:23:23 AM ::1 Returned 304 in 4 ms
 HTTP  9/1/2026 6:23:23 AM ::1 Returned 304 in 2 ms
 HTTP  9/1/2026 6:23:23 AM ::1 Returned 304 in 2 ms
 HTTP  9/1/2026 6:23:23 AM ::1 Returned 304 in 2 ms
 HTTP  9/1/2026 6:23:23 AM ::1 GET /src/mathEngine.js
 HTTP  9/1/2026 6:23:23 AM ::1 GET /src/battleSystem.js
 HTTP  9/1/2026 6:23:23 AM ::1 Returned 304 in 1 ms
 HTTP  9/1/2026 6:23:23 AM ::1 Returned 304 in 1 ms
 HTTP  9/1/2026 6:23:23 AM ::1 GET /src/dayCare.js
 HTTP  9/1/2026 6:23:23 AM ::1 GET /src/storage.js
 HTTP  9/1/2026 6:23:23 AM ::1 GET /src/state.js
 HTTP  9/1/2026 6:23:23 AM ::1 GET /src/ui/topbar.js
 HTTP  9/1/2026 6:23:23 AM ::1 GET /src/ui/sidebar.js
 HTTP  9/1/2026 6:23:23 AM ::1 GET /src/ui/battle.js
 HTTP  9/1/2026 6:23:23 AM ::1 Returned 304 in 4 ms
 HTTP  9/1/2026 6:23:23 AM ::1 Returned 304 in 1 ms
 HTTP  9/1/2026 6:23:23 AM ::1 Returned 304 in 1 ms
 HTTP  9/1/2026 6:23:23 AM ::1 Returned 304 in 2 ms
 HTTP  9/1/2026 6:23:23 AM ::1 Returned 304 in 1 ms
 HTTP  9/1/2026 6:23:23 AM ::1 Returned 304 in 1 ms
 HTTP  9/1/2026 6:23:23 AM ::1 GET /src/ui/map.js
 HTTP  9/1/2026 6:23:23 AM ::1 GET /src/ui/pokedex.js
 HTTP  9/1/2026 6:23:23 AM ::1 GET /src/ui/pokemonStats.js
 HTTP  9/1/2026 6:23:23 AM ::1 GET /src/ui/settings.js
 HTTP  9/1/2026 6:23:23 AM ::1 GET /src/ui/market.js
 HTTP  9/1/2026 6:23:23 AM ::1 GET /src/ui/backpack/index.js
 HTTP  9/1/2026 6:23:23 AM ::1 Returned 304 in 2 ms
 HTTP  9/1/2026 6:23:23 AM ::1 Returned 304 in 1 ms
 HTTP  9/1/2026 6:23:23 AM ::1 Returned 304 in 4 ms
 HTTP  9/1/2026 6:23:23 AM ::1 Returned 304 in 4 ms
 HTTP  9/1/2026 6:23:23 AM ::1 Returned 304 in 4 ms
 HTTP  9/1/2026 6:23:23 AM ::1 Returned 304 in 4 ms
 HTTP  9/1/2026 6:23:23 AM ::1 GET /src/ui/backpack/pokemon.js
 HTTP  9/1/2026 6:23:23 AM ::1 Returned 304 in 4 ms
 HTTP  9/1/2026 6:23:23 AM ::1 GET /src/ui/backpack/pokeballs.js
 HTTP  9/1/2026 6:23:23 AM ::1 GET /src/ui/backpack/potions.js
 HTTP  9/1/2026 6:23:23 AM ::1 GET /src/ui/backpack/stones.js
 HTTP  9/1/2026 6:23:23 AM ::1 Returned 304 in 2 ms
 HTTP  9/1/2026 6:23:23 AM ::1 Returned 304 in 1 ms
 HTTP  9/1/2026 6:23:23 AM ::1 Returned 304 in 1 ms
 HTTP  9/1/2026 6:23:23 AM ::1 GET /src/ui/backpack/utils.js
 HTTP  9/1/2026 6:23:23 AM ::1 Returned 304 in 0 ms
 HTTP  9/1/2026 6:23:23 AM ::1 GET /config/pokemonData.js
 HTTP  9/1/2026 6:23:23 AM ::1 GET /config/routes.js
 HTTP  9/1/2026 6:23:23 AM ::1 GET /config/gyms.js
 HTTP  9/1/2026 6:23:23 AM ::1 GET /config/balance.js
 HTTP  9/1/2026 6:23:23 AM ::1 GET /config/moves.js
 HTTP  9/1/2026 6:23:23 AM ::1 GET /config/types.js
 HTTP  9/1/2026 6:23:23 AM ::1 Returned 304 in 2 ms
 HTTP  9/1/2026 6:23:23 AM ::1 Returned 304 in 1 ms
 HTTP  9/1/2026 6:23:23 AM ::1 Returned 304 in 3 ms
 HTTP  9/1/2026 6:23:23 AM ::1 Returned 304 in 3 ms
 HTTP  9/1/2026 6:23:23 AM ::1 Returned 304 in 2 ms
 HTTP  9/1/2026 6:23:23 AM ::1 Returned 304 in 3 ms
 HTTP  9/1/2026 6:23:23 AM ::1 GET /config/mapCoordinates.js
 HTTP  9/1/2026 6:23:23 AM ::1 Returned 304 in 0 ms
